Title;Number of characters;Max Degree;Average Degree;Density;Average Path Length
1847-Riese_Friedrich_Wilhelm-Martha_oder_Der_Markt_zu_Richmond-speakers;25;19;9.6;0.4;1.74
1848-Dulk_Albert-Die_Wände-speakers;8;7;4.5;0.64;1.36
1848-Freytag_Gustav-Graf_Waldemar-speakers;19;18;10.0;0.56;1.44
1848-Grillparzer_Franz-Ein_Bruderzwist_in_Habsburg-speakers;43;39;22.0;0.52;1.48
1848-Nestroy_Johann-Freiheit_in_Krähwinkel-speakers;28;21;11.0;0.41;1.64
1849-Benedix_Julius_Roderich-Die_Hochzeitsreise-speakers;5;4;3.2;0.8;1.2
1849-Birch-Pfeiffer_Charlotte-Vatersorgen-speakers;13;12;6.62;0.55;1.45
1849-Hebbel_Friedrich-Der_Rubin-speakers;17;14;8.0;0.5;1.55
1849-Hebbel_Friedrich-Herodes_und_Mariamne-speakers;23;17;8.26;0.38;1.83
1849-Mosenthal_Salomon_Hermann_von-Die_lustigen_Weiber_von_Windsor-speakers;18;17;8.56;0.5;1.5
1849-Nestroy_Johann-Judith_und_Holofernes-speakers;25;13;7.04;0.29;2.45
1850-Ludwig_Otto-Der_Erbförster-speakers;17;13;7.18;0.45;1.64
1850-Reinick_Robert-Genoveva-speakers;18;17;10.89;0.64;1.36
1850-Wagner_Richard-Lohengrin-speakers;18;17;12.78;0.75;1.25
1851-Grillparzer_Franz-Die_Jüdin_von_Toledo-speakers;15;14;9.73;0.7;1.3
1852-Freytag_Gustav-Die_Journalisten-speakers;23;22;16.7;0.76;1.24
1852-Hebbel_Friedrich-Agnes_Bernauer-speakers;34;24;9.47;0.29;1.75
1853-Wagner_Richard-Das_Rheingold-speakers;14;13;11.57;0.89;1.11
1853-Wagner_Richard-Die_Walküre-speakers;14;13;9.14;0.7;1.3
1853-Wagner_Richard-Siegfried-speakers;8;6;4.25;0.61;1.43
1854-Ludwig_Otto-Die_Makkabäer-speakers;35;34;26.46;0.78;1.22
1854-Schober_Franz_von-Alfonso_und_Estrella-speakers;21;17;8.76;0.44;1.47
1856-Hebbel_Friedrich-Gyges_und_sein_Ring-speakers;9;8;7.78;0.97;1.03
1858-Berg_O._F.-Berlin_wie_es_weint_und_lacht-speakers;36;22;8.39;0.24;1.89
1858-Cornelius_Peter-Der_Barbier_von_Bagdad-speakers;17;15;8.0;0.5;1.5
1859-Lassalle_Ferdinand-Franz_von_Sickingen-speakers;60;30;7.57;0.13;2.61
1859-Wagner_Richard-Tristan_und_Isolde-speakers;10;9;7.0;0.78;1.22
1861-Hebbel_Friedrich-Der_gehörnte_Siegfried-speakers;9;6;4.44;0.56;1.09
1861-Hebbel_Friedrich-Kriemhilds_Rache-speakers;21;18;10.67;0.53;1.5
1861-Hebbel_Friedrich-Siegfrieds_Tod-speakers;17;14;8.35;0.52;1.33
1862-Benedix_Julius_Roderich-Die_Lügnerin-speakers;8;7;5.75;0.82;1.18
1862-Moser_Gustav_von-Das_Stiftungsfest-speakers;11;10;8.18;0.82;1.18
1862-Vischer_Friedrich_Theodor-Faust-speakers;76;58;12.92;0.17;1.94
1864-Hebbel_Friedrich-Demetrius-speakers;28;19;7.36;0.27;1.9
1865-Birch-Pfeiffer_Charlotte-In_der_Heimath-speakers;18;15;9.0;0.53;1.52
1865-Heyse_Paul-Colberg-speakers;25;21;10.56;0.44;1.59
1867-Roeber_Friedrich-König_Manfred-speakers;23;16;5.65;0.26;1.82
1868-Wagner_Richard-Die_Meistersinger_von_Nürnberg-speakers;33;32;19.45;0.61;1.39
1870-Anzengruber_Ludwig-Der_Pfarrer_von_Kirchfeld-speakers;22;18;8.09;0.39;1.76
1871-Anzengruber_Ludwig-Der_Meineidbauer-speakers;23;15;5.83;0.26;2.04
1872-Anzengruber_Ludwig-Die_Kreuzelschreiber-speakers;23;20;13.65;0.62;1.48
1872-Wilbrandt_Adolf_von-Gracchus_der_Volkstribun-speakers;23;21;13.65;0.62;1.39
1874-Anzengruber_Ludwig-Der_Gwissenswurm-speakers;15;9;4.8;0.34;1.73
1874-Haffner_Carl-Die_Fledermaus-speakers;26;22;16.54;0.66;1.39
1874-Widmann_Joseph_Viktor-Der_Widerspenstigen_Zähmung-speakers;13;11;6.46;0.54;1.49
1875-Mosenthal_Salomon_Hermann_von-Das_goldene_Kreuz-speakers;10;9;7.8;0.87;1.13
1875-Mosenthal_Salomon_Hermann_von-Die_Königin_von_Saba-speakers;15;13;8.8;0.63;1.39
1876-LArronge_Adolph-Mein_Leopold-speakers;26;21;10.15;0.41;1.64
1876-Wagner_Richard-Götterdämmerung-speakers;23;18;7.48;0.34;1.74
1877-Anzengruber_Ludwig-Das_vierte_Gebot-speakers;30;22;8.73;0.3;1.84
1877-Wagner_Richard-Parsifal-speakers;31;30;16.32;0.54;1.46
1879-LArronge_Adolph-Hasemanns_Töchter-speakers;18;14;8.11;0.48;1.59
1880-Ganghofer_Ludwig-Der_Herrgottschnitzer_von_Ammergau-speakers;21;18;11.33;0.57;1.45
1881-Moser_Gustav_von-Krieg_oder_Frieden-speakers;8;7;3.25;0.46;1.54
1881-Wildenbruch_Ernst_von-Die_Karolinger-speakers;26;23;13.38;0.54;1.49
1883-Heyse_Paul-Don_Juans_Ende-speakers;14;12;6.86;0.53;1.47
1884-Bunge_Rudolf-Der_Trompeter_von_Säkkingen-speakers;21;20;11.9;0.6;1.4
1885-Anzengruber_Ludwig-Heimgfunden-speakers;28;17;8.57;0.32;2.0
1885-Schnitzer_Ignaz-Der_Zigeunerbaron-speakers;18;16;11.89;0.7;1.31
1885-Schönthan_Franz_und_Paul_von-Der_Raub_der_Sabinerinnen-speakers;11;9;6.91;0.69;1.33
1888-Alberti_Konrad-Brot-speakers;33;28;15.76;0.49;1.52
1888-Bleibtreu_Karl-Weltgericht-speakers;40;39;19.35;0.5;1.5
1888-Wildenbruch_Ernst_von-Die_Quitzows-speakers;56;40;12.46;0.23;1.94
1889-Bleibtreu_Karl-Ein_Faust_der_That-speakers;25;24;19.44;0.81;1.19
1889-Sudermann_Hermann-Die_Ehre-speakers;15;12;8.0;0.57;1.48
1889-Wilbrandt_Adolf_von-Der_Meister_von_Palmyra-speakers;32;27;7.44;0.24;1.91
1890-Alberti_Konrad-Im_Suff-speakers;18;9;7.78;0.46;1.04
1890-Holz_Arno-Die_Familie_Selicke-speakers;8;7;7.0;1.0;1.0
1890-Wildenbruch_Ernst_von-Die_Haubenlerche-speakers;7;6;6.0;1.0;1.0
1891-Schnitzler_Arthur-Anatols_Größenwahn-speakers;6;5;5.0;1.0;1.0
1891-Wedekind_Frank-Frühlings_Erwachen-speakers;36;24;9.44;0.27;2.04
1892-Schlaf_Johannes-Meister_Oelze-speakers;8;7;6.5;0.93;1.07
1893-Hartleben_Otto_Erich-Hanna_Jagert-speakers;18;17;9.0;0.53;1.47
1893-Schnitzler_Arthur-Anatol-speakers;11;10;3.45;0.35;1.65
1893-Sudermann_Hermann-Heimat-speakers;14;13;7.86;0.6;1.4
1893-Wette_Adelheid-Hänsel_und_Gretel-speakers;10;9;3.8;0.42;1.58
1894-Hofmannsthal_Hugo_von-Alkestis-speakers;33;29;26.55;0.83;1.0
1894-Hofmannsthal_Hugo_von-Der_Tor_und_der_Tod-speakers;6;5;5.0;1.0;1.0
1895-Panizza_Oskar-Das_Liebeskonzil-speakers;36;16;12.67;0.36;1.28
1895-Ruederer_Josef-Die_Fahnenweihe-speakers;31;30;28.0;0.93;1.07
1895-Schnitzler_Arthur-Liebelei-speakers;9;8;6.22;0.78;1.22
1895-Wedekind_Frank-Erdgeist-speakers;13;11;5.85;0.49;1.54
1896-Hartleben_Otto_Erich-Die_sittliche_Forderung-speakers;3;2;2.0;1.0;1.0
1896-Holz_Arno-Sozialaristokraten-speakers;16;15;11.0;0.73;1.27
1897-Kupelwieser_Josef-Fierrabras-speakers;16;13;8.75;0.58;1.48
1897-Scheerbart_Paul-Der_Regierungswechsel-speakers;3;2;2.0;1.0;1.0
1897-Scheerbart_Paul-Die_Puppe_und_die_Dauerwurst-speakers;3;2;2.0;1.0;1.0
1897-Widmann_Joseph_Viktor-Maikäfer-Komödie-speakers;45;40;23.07;0.52;1.51
1898-Blumenthal_Oskar-Im_weißen_Rößl-speakers;35;33;20.0;0.59;1.42
1898-Hartleben_Otto_Erich-Rosenmontag-speakers;24;20;10.92;0.47;1.56
1898-Hofmannsthal_Hugo_von-Die_Frau_im_Fenster-speakers;3;2;2.0;1.0;1.0
1898-Laufs_Carl-Pension_Schöller-speakers;18;17;10.11;0.59;1.41
1898-Panizza_Oskar-Nero-speakers;52;30;10.96;0.21;1.97
1898-Rilke_Rainer_Maria-Ohne_Gegenwart-speakers;3;2;2.0;1.0;1.0
1898-Schäfer_Wilhelm-Faustine_der_weibliche_Faust-speakers;39;17;4.51;0.12;2.03
1898-Wedekind_Frank-Der_Marquis_von_Keith-speakers;23;22;15.48;0.7;1.3
1899-Hofmannsthal_Hugo_von-Das_Bergwerk_zu_Falun-speakers;27;26;12.74;0.49;1.51
1899-Hofmannsthal_Hugo_von-Der_Abenteurer_und_die_Sängerin_oder_Die_Geschenke_des_Lebens-speakers;16;15;13.25;0.88;1.12
1899-Rosenow_Emil-Die_im_Schatten_leben-speakers;14;13;12.71;0.98;1.02
1899-Schnitzler_Arthur-Der_grüne_Kakadu-speakers;29;28;28.0;1.0;1.0
1899-Wedekind_Frank-Der_Kammersänger-speakers;7;6;2.57;0.43;1.57
1899-Wedekind_Frank-Fritz_Schwigerling_oder_Der_Liebestrank-speakers;10;8;4.8;0.53;1.49
1900-Hauptmann_Carl-Ephraims_Breite-speakers;29;24;14.9;0.53;1.5
1901-Hofmannsthal_Hugo_von-Der_Tod_des_Tizian-speakers;8;7;7.0;1.0;1.0
1901-Thoma_Ludwig-Die_Medaille-speakers;14;13;13.0;1.0;1.0
1902-Rosenow_Emil-Kater_Lampe-speakers;23;22;16.96;0.77;1.23
1902-Schnitzler_Arthur-Reigen-speakers;11;3;2.18;0.22;2.82
1902-Thoma_Ludwig-Die_Lokalbahn-speakers;15;14;8.13;0.58;1.42
1902-Wedekind_Frank-Die_Büchse_der_Pandora-speakers;23;18;10.78;0.49;1.3
1902-Wedekind_Frank-König_Nicolo_oder_So_ist_das_Leben-speakers;33;31;9.15;0.29;1.72
1903-Hofmannsthal_Hugo_von-Elektra-speakers;19;18;18.0;1.0;1.0
1903-Schnitzler_Arthur-Der_Puppenspieler-speakers;4;3;3.0;1.0;1.0
1904-Holz_Arno-Traumulus-speakers;25;19;10.56;0.44;1.66
1904-Lautensack_Heinrich-Medusa-speakers;9;6;4.89;0.61;1.0
1904-Scheerbart_Paul-Das_Gift-speakers;4;3;3.0;1.0;1.0
1904-Scheerbart_Paul-Das_Mirakel-speakers;2;1;1.0;1.0;1.0
1904-Scheerbart_Paul-Das_dumme_Luder-speakers;5;4;4.0;1.0;1.0
1904-Scheerbart_Paul-Der_Herr_vom_Jenseits-speakers;2;1;1.0;1.0;1.0
1904-Scheerbart_Paul-Der_Schornsteinfeger-speakers;3;2;2.0;1.0;1.0
1904-Scheerbart_Paul-Der_Wetterfürst-speakers;3;2;2.0;1.0;1.0
1904-Scheerbart_Paul-Der_alte_Petrus_oder_Im_Himmel_spukt_es_auch-speakers;8;7;7.0;1.0;1.0
1904-Scheerbart_Paul-Der_fanatische_Bürgermeister-speakers;6;5;5.0;1.0;1.0
1904-Scheerbart_Paul-Der_vornehme_Räuberhauptmann-speakers;8;7;4.0;0.57;1.43
1904-Scheerbart_Paul-Die_Urgrossmutter-speakers;3;2;2.0;1.0;1.0
1904-Scheerbart_Paul-Die_Welt_geht_unter-speakers;4;3;3.0;1.0;1.0
1904-Scheerbart_Paul-Die_Wurzeln_der_Wohlhabenheit-speakers;13;12;8.0;0.67;1.33
1904-Scheerbart_Paul-Die_lustigen_Räuber-speakers;10;9;9.0;1.0;1.0
1904-Scheerbart_Paul-Es_lebe_Europa-speakers;8;7;5.0;0.71;1.29
1904-Scheerbart_Paul-Herr_Kammerdiener_Kneetschke-speakers;10;9;6.2;0.69;1.31
1904-Scheerbart_Paul-Lachende_Gespenster-speakers;6;5;5.0;1.0;1.0
1904-Scheerbart_Paul-Okurirasûna-speakers;10;9;9.0;1.0;1.0
1904-Scheerbart_Paul-Rübezahl-speakers;17;14;5.53;0.35;1.76
1904-Schnitzler_Arthur-Der_einsame_Weg-speakers;11;10;6.18;0.62;1.38
1904-Schnitzler_Arthur-Der_tapfere_Cassian-speakers;4;3;3.0;1.0;1.0
1904-Stavenhagen_Fritz-Mudder_Mews-speakers;8;7;5.5;0.79;1.21
1904-Wedekind_Frank-Hidalla_oder_Sein_und_Haben-speakers;15;14;11.73;0.84;1.16
1905-Lachmann_Hedwig-Salome-speakers;17;16;10.47;0.65;1.35
1906-Gerhäuser_Emil-Der_Moloch-speakers;15;14;10.93;0.78;1.22
1906-Hofmannsthal_Hugo_von-Ödipus_und_die_Sphinx-speakers;37;36;20.22;0.56;1.44
1906-May_Karl-Babel_und_Bibel-speakers;25;24;19.36;0.81;1.19
1906-Schnitzler_Arthur-Zum_grossen_Wurstel-speakers;32;31;31.0;1.0;1.0
1906-Wedekind_Frank-Tod_und_Teufel-speakers;4;3;3.0;1.0;1.0
1908-Holz_Arno-Sonnenfinsternis-speakers;6;5;4.67;0.93;1.07
1908-Lautensack_Heinrich-Hahnenkampf-speakers;16;15;10.88;0.72;1.27
1908-Thoma_Ludwig-Moral-speakers;17;13;6.94;0.43;1.76
1908-Wedekind_Frank-Die_Zensur-speakers;4;3;3.0;1.0;1.0
1908-Wedekind_Frank-Musik-speakers;10;9;5.0;0.56;1.44
1909-Hauptmann_Carl-Der_Antiquar-speakers;4;3;3.0;1.0;1.0
1909-Hauptmann_Carl-Frau_Nadja_Bielew-speakers;4;3;3.0;1.0;1.0
1909-Hauptmann_Carl-Im_goldenen_Tempel-Buche_verzeichnet-speakers;9;8;5.78;0.72;1.28
1909-Schnitzler_Arthur-Komtesse_Mizzi_oder_Der_Familientag-speakers;9;8;8.0;1.0;1.0
1910-Schnitzler_Arthur-Das_weite_Land-speakers;31;30;18.0;0.6;1.4
1910-Thoma_Ludwig-Erster_Klasse-speakers;10;9;8.4;0.93;1.07
1911-Ball_Hugo-Die_Nase_des_Michelangelo-speakers;10;9;5.8;0.64;1.36
1911-Dehmel_Richard_Fedor_Leopold-Michel_Michael-speakers;37;36;25.84;0.72;1.28
1911-Hofmannsthal_Hugo_von-Der_Rosenkavalier-speakers;34;33;18.18;0.55;1.45
1911-Hofmannsthal_Hugo_von-Die_Frau_ohne_Schatten-speakers;30;29;17.53;0.6;1.4
1911-Hofmannsthal_Hugo_von-Jedermann-speakers;27;26;26.0;1.0;1.0
1911-Lautensack_Heinrich-Die_Pfarrhauskomödie-speakers;4;3;3.0;1.0;1.0
1911-Sudermann_Hermann-Der_Bettler_von_Syrakus-speakers;59;37;11.73;0.2;2.17
1911-Thoma_Ludwig-Lottchens_Geburtstag-speakers;6;5;4.0;0.8;1.2
1912-Essig_Hermann-Der_Frauenmut-speakers;28;27;16.14;0.6;1.4
1912-Essig_Hermann-Überteufel-speakers;20;19;16.1;0.85;1.15
1912-Heiseler_Henry_von-Peter_und_Alexéj-speakers;22;21;14.09;0.67;1.33
1912-Hofmannsthal_Hugo_von-Ariadne_auf_Naxos-speakers;17;16;10.24;0.64;1.36
1912-Schnitzler_Arthur-Professor_Bernhardi-speakers;23;22;13.39;0.61;1.39
1912-Sorge_Reinhard_Johannes-Odysseus-speakers;14;13;13.0;1.0;1.0
1912-Thoma_Ludwig-Magdalena-speakers;13;11;4.31;0.36;1.71
1912-Wedekind_Frank-Franziska-speakers;38;36;9.74;0.26;1.74
1912-Wildgans_Anton-In_Ewigkeit_Amen-speakers;8;7;7.0;1.0;1.0
1913-Hauptmann_Carl-Die_armseligen_Besenbinder-speakers;32;24;9.0;0.29;1.84
1914-Fock_Gorch-Cili_Cohrs-speakers;5;4;2.0;0.5;1.5
1914-Holz_Arno-Ignorabimus-speakers;7;6;6.0;1.0;1.0
1915-Dovsky_Beatrice-Mona_Lisa-speakers;18;17;17.0;1.0;1.0
1915-Wildgans_Anton-Armut-speakers;12;10;6.0;0.55;1.47
1917-Busoni_Ferruccio-Turandot-speakers;16;14;9.5;0.63;1.39
1917-Dehmel_Richard_Fedor_Leopold-Die_Menschenfreunde-speakers;8;7;6.25;0.89;1.11
1917-Hauptmann_Carl-Gaukler_Tod_und_Juwelier-speakers;32;17;8.88;0.29;1.97
1917-Hofmannsthal_Hugo_von-Der_Schwierige-speakers;18;13;7.0;0.41;1.66
1918-Hauptmann_Carl-Musik-speakers;24;17;9.83;0.43;1.3
1918-Wildgans_Anton-Dies_irae-speakers;18;15;8.0;0.47;1.53
1919-Avenarius_Ferdinand-Faust-speakers;90;74;13.09;0.15;1.81
1919-Boßdorf_Hermann-Bahnmeister_Dood-speakers;4;3;3.0;1.0;1.0
1919-Rubiner_Ludwig-Die_Gewaltlosen-speakers;39;33;15.08;0.4;1.62
1920-Ertler_Bruno-Anna_Iwanowna-speakers;24;23;18.5;0.8;1.2
1920-Hauptmann_Carl-Tobias_Buntschuh-speakers;18;11;4.67;0.27;1.96
1921-Kaltneker_Hans-Das_Bergwerk-speakers;50;49;25.72;0.52;1.48
1921-Mühsam_Erich-Judas._Ein_Arbeiterdrama-speakers;35;34;26.46;0.78;1.22
1922-Hofmannsthal_Hugo_von-Das_Salzburger_große_Welttheater-speakers;18;17;17.0;1.0;1.0
1923-Boßdorf_Hermann-De_rode_Ünnerrock-speakers;5;4;4.0;1.0;1.0
1923-Ertler_Bruno-Das_Spiel_von_Doktor_Faust-speakers;22;13;6.18;0.29;1.85
1923-Hofmannsthal_Hugo_von-Der_Unbestechliche-speakers;13;12;7.54;0.63;1.37
1924-Ertler_Bruno-Belian_und_Marpalye-speakers;25;21;10.0;0.42;1.59
1924-Hofmannsthal_Hugo_von-Der_Turm-speakers;64;60;22.56;0.36;1.66
1924-Sorge_Reinhard_Johannes-Der_Sieg_des_Christos-speakers;39;29;7.79;0.21;2.12
1925-Kaltneker_Hans-Die_Opferung-speakers;41;40;16.49;0.41;1.59
1925-Klabund-Der_Kreidekreis-speakers;22;21;7.18;0.34;1.66
1928-Hofmannsthal_Hugo_von-Arabella-speakers;18;17;13.22;0.78;1.22
1928-Mühsam_Erich-Staatsräson-speakers;49;45;16.0;0.33;1.69
1929-Heiseler_Henry_von-Die_Kinder_Godunófs-speakers;25;24;11.04;0.46;1.54
